text,script
pher kehnde ehe punjab vich drugs bohat aa. ghusse singer shareaam promote karde rehnde aa nasheua nu utto fuddu gov. kuj nae kardi ehna da.,Roman Punjabi
bhaiya hmm tao reels dekh kr aaya ho,Roman Punjabi
nagni de bnde ne diller jedekudiaavia ne chemical paye ne truuu,Roman Punjabi
shorts dekhne baad aane wale attendence de,Roman Punjabi
kehne ਖੱਚ ਨੇ ਗੀਤ ਲਿਖਿਆ ਆਹਾ.. ਪਹਿਲਾ ਕਾਲਾ ਮਾਲ ਨਹੀਂ ਛੁੱਟਦਾ ਕੌਣ ਏਸ ਗੀਤ ਦਾ ਨਸ਼ਾ ਨਹੀਂ ਉਤਰਦਾ ਸਵੇਰ ਦਾ ਡੇਢ ਸੌ ਤੋਂ ਵੱਧ ਵਾਰ ਇਹ ਗੀਤ ਸੁਣ ਲਿਆ ਲਗਾਤਾਰ ਬੁੱਫਰਾਂ ਦੀ ਬੇਸ ਨੇ ਕੰਨ ਪਾੜਣ ਵਾਲੇ ਕਰ ਦਿੱਤੇ ਪਰ ਗੀਤ ਨਾ ਛੱਡਣ ਨੂੰ ਜੀ ਨਹੀਂ ਕਰਦਾ.. ਐਹੋ ਜਿਹੇ ਗੀਤ ਨਾ ਲਿਖੋ ਬਾਈ ਚੀਜ਼ਾਂ ਦਾ ਨਸ਼ਾ ਝੱਲਿਆ ਨੀ ਜਾਣਾ.. ਹੁਣ ਅਸਲੀ ਗੱਲ ਦੱਸਾਂ ਬਾਈ ਗੀਤ ਨੇ ਤਾਂ ਸਿਰਾ ਹੀ ਕਰਾਤਾ,Gurmukhi
kon kon reels dekh ke gana sunne ke liye aha aya,Roman Punjabi
kheti theke te ee deni.. aap ta blue lable pini te afeem khaani..,Roman Punjabi
insta ka reels dekh ke kon kon aaya hai,Roman Punjabi
bhai apka song bahut achha hai mujhe samajh me to kuch nahi aya par sun kar accha laga,Roman Punjabi
i think karan aujla dii beztii kiti hai.. saree gane ch like afghan jhanjar lokii lokii kre kda hai naam hi le da ohdaa aunda afghan toh maal goriyee,Roman Punjabi
kitna hi fazool gaana ha,Roman Punjabi
kaun reels dekhkar aaya h,Roman Punjabi
kul mila ke nshedi hai tu aah daas reha hai gaane vich tu afeem nhi khanda ganja peena hai tu.,Roman Punjabi
koi instagram ke baare me nahi bolega,Roman Punjabi
tanhi canada america ton punjabi munde depot hunde ne jado puthhe kamma ch pai ke tuhade arge bandaramagar lagg ke,Roman Punjabi
ਨਾਗਣੀ ਦੇ ਬਣਦੇ ਨੇ ਡੀਲਰ ਬੜੇ ਨੀ ਕੁੜੀ ਯਾਵਿਆ ਨੇ ਕੈਮੀਕਲ ਪਾਏ ਨੇ,Gurmukhi
kitne log reel me sun ke yaha aaye hai,Roman Punjabi
afeem warga gaana bai jee krda suni jao,Roman Punjabi
voote california laye ne te lok india de dake firde ne,Roman Punjabi
cheemav ghaint aa att kra gyajn,Roman Punjabi
chadd galla chadd afgani feem asi garo ugaade ne kashmiri feem da suroor hi alag hi hai constipation nhi hondi veer naagni de bade dealer bane firde nei idaro,Roman Punjabi
meri ungal te kala maal lgya related,Roman Punjabi
kudi yawyaa ne chemical paye ne love this line,Roman Punjabi
ਕੁੜੀ ਝਾਵਿਆਂ ਨੇ ਕੈਮੀਕਲ ਪਾਏ ਨੇ,Gurmukhi
gana to dil se lag gya hai samajh nhi aa raha wo alag baat hai,Roman Punjabi
lakh view ty lakh gaalan kalakari nu e katy ena paye ne sahi gal kr gya veery,Roman Punjabi
ਕੁੜੀ ਜਾਵੇਆ ਨੇ ਕੈਮੀਕਲ ਪਾ ਪਾਏ ਨੇ ਕਿਸ ਕਿਸ ਨੂੰ ਸਮਝ ਆਈਆ,Gurmukhi
jo instagram se sun ke aaya hai o like kare,Roman Punjabi
first time heard word kuri yaway in a song it sounded so generic better than sayin mof lol ay mundya nay apna trend chalata baki gana bht kaint verray on repeat,Roman Punjabi
bhai ku bcho ki jindgi khrab kar rhe ho sara youth khrab kr dita,Roman Punjabi
united states america ka state hai california waah gulaami kar rahe ho america ki,Roman Punjabi
bai non stop kam hi chali janda h,Roman Punjabi
first impression le gya dil loot ke,Roman Punjabi
bc ਬਾਹਰ ਜਾਕੇ ਵੀ ਕੁੱਤੇ ਕੰਮ ਹੀ ਕਰਨੇ ਆ ਸਾਲ਼ਾ ਕੋਈ ਚੱਜ ਦਾ ਸੁਨੇਹਾ ਨਾ ਦਿਓ ਪੰਜਾਬ ਲਈ ਸਾਲ਼ੇ ਨਸ਼ੇੜੀ ਬੇੜਾ ਗ਼ਰਕ ਕਰ ਛੱਡਿਆ ਪੰਜਾਬ ਦਾ ਅੱਗੇ ਸਾਲ਼ਾ ਘੱਟ ਨਸ਼ਾ ਆ ਇੱਥੇ,Gurmukhi
po ghaint gaana aa,Roman Punjabi
bach gaye munde dono mallu auntiyan de chakran ton,Roman Punjabi
koun sa reels dekh kr aaye ho,Roman Punjabi
jitni bar suno utna kam hi,Roman Punjabi
puri gal baat bese kehda pind a mullanpur,Roman Punjabi
wah ji wah kamaal song,Roman Punjabi
congratulations waheguru ji chardikla vch rakhan ji,Roman Punjabi
wah ji wah ..kya hi baat...its going to be super hit ...,Roman Punjabi
ਸ਼ਇਦ ਹੁਣ ਸੱਜਣ ਆ ਜਾਵੇ love you sartaj jio,Gurmukhi
ਫਰਕ ਤਾਂ ਪੁੱਤ ਜੀ ਪੈ ਗਿਆ ਹੁਣ ਬਾਤਾਂ ਵਿਚ ਜਜ਼ਬਾਤਾਂ ਵਿਚ ਕੱਲਿਆਂ ਰਹਿਣਾ ਸਿਖ ਲਿਆ ਹੁਣ ਕਾਲੀਆਂ ਕਾਲੀਆਂ ਰਾਤਾਂ ਵਿਚ ਤੁਸੀਂ ਤੁਰ ਪਏ ਹੋ ਉਸ ਰਾਹਾਂ ਤੇ ਜੋ ਸਾਨੂੰ ਤਾਂ ਮਨਜੂਰ ਨਹੀ ਰਿਸ਼ਤੇਆ ਚ ਮਹੁੱਬਤ ਐਨੀ ਹੋਵੇ ਕਿ ਸੱਚ ਪੁੱਛਣ ਦੀ ਲੋੜ ਨਾ ਪਵੇ ਤੇ ਵਫਾਦਾਰੀ ਐਨੀ ਕਿ ਝੂਠ ਬੋਲਣ ਦੀ ਹਿੰਮਤ ਨਾਂ ਹੋਵੇ,Gurmukhi
kis kis ko bina search kre hi mil gya,Roman Punjabi
dil nu touch kargeya tuhada eh geetbohot sukoon mileya dr.satinder sartaaj ji rab tuhanu tuhadi lambi umar kare..,Roman Punjabi
ਵੇ ਸਾਡੇ ਸਭ ਚਾਅ ਵੀ ਤੂੰ ਮਾਰ ਮੁਕਾਏ ਵੇ ਕਿਉਂ ਤੈਨੂੰ ਸਾਡੇ ਤੇ ਤਰਸ ਨਾ ਆਏ ਵੇ ਸਾਡੀ ਏ ਜਿੰਦ ਤੈਨੂੰ ਵਾਸਤਾ ਪਾਏ ਤੂੰ ਇੰਝ ਨਾ ਵੇ ਸਾਨੂੰ ਮਾਰ ਆ ਸੱਜਣ ਗਲ ਲਾ ਸੱਜਣ ਥੱਕ ਗਏ ਆਂ ਰਾਵਾਂ ਨਿਹਾਰ ਤੇਰੇ ਵਿਛੋੜੇ ਨੇ ਦਿਲ ਐਸੇ ਤੋੜੇ ਨੇ ਦੁੱਖ ਨਾ ਹੁੰਦਾ ਸਹਾਰ ਆ ਸੱਜਣ ਗਲ ਲਾ ਸੱਜਣ,Gurmukhi
ਕੈਂਟ ਆ ੨੨g,Gurmukhi
att wah,Roman Punjabi
bahut saala toh udeek si is geet di,Roman Punjabi
ਜੀਓ ਪਿਆਰੇ,Gurmukhi
ਹੂ ਬ ਹੂ ਮੇਰੇ ਜਜ਼ਬਾਤ,Gurmukhi
rab tuhanu jindgi diyan sariya khushiyan deve dr. saab dil tututeya valeya de dila te mallham lgayi ae tusi,Roman Punjabi
aye haye saal lag gye es geet nu sun dya meri college life meri mohabbat sab rewind krta es geet ne,Roman Punjabi
ਜਿਉਂਦਾ ਰਹੁ ਛੋਟੇ ਵੀਰ,Gurmukhi
so sweet sartaj ji skoon hi skoon,Roman Punjabi
ਬਹੁਤ ਸਾਲ ਪਹਿਲਾਂ ਸੁਣਿਆ ਸੀ ਇਹ ਗੀਤ ਦੁਬਾਰਾ ਸੁਣ ਕੇ ਮਜ਼ਾ ਆਗਿਆ,Gurmukhi
ਇੱਕ ਹੋਰ ਨਾਯਾਬ ਅਫ਼ਸਾਨਾ ਸਰਤਾਜ ਸਾਹਿਬ,Gurmukhi
ਰੂਹਾਂ ਦਾ ਤਾਜ ਸਾਡਾ dr. ਸਤਿੰਦਰ ਸਰਤਾਜ,Gurmukhi
aaj dekhte he waheguru ji ke liye kon like krta he,Roman Punjabi
bohot sohni video aa ji,Roman Punjabi
mainu eh track bohot pasand aa,Roman Punjabi
mainu tuhadi style bohot pasand aa,Roman Punjabi
sohna track aa,Roman Punjabi
video v bohot vadiya aa,Roman Punjabi
bohot zyada changa gaana,Roman Punjabi
wow mainu bohot pasand aaya,Roman Punjabi
main eh song baar baar sun riha lyrics kamaal de,Roman Punjabi
eh sab ton vadiya gaana aa,Roman Punjabi
kinna sohna gaana paaji,Roman Punjabi
jatt vibe aa ji,Roman Punjabi
gaana bohot clean aa,Roman Punjabi
eh do couple bohot vadia ne,Roman Punjabi
wah ki song aa ji,Roman Punjabi
roz sun da rehnda aa eh song,Roman Punjabi
mainu eh gaana bohot pasand aa,Roman Punjabi
awesome gaana rock karda aa,Roman Punjabi
just sohni lagdi aa,Roman Punjabi
jabardast ve hila ditta pra ji,Roman Punjabi
track bohot classy aa vibe hi navi lag rahi aa,Roman Punjabi
paji awaaz bohot clean aa har word clear lagda aa,Roman Punjabi
ek gaana to fer sardarni pe bhi bane hai ladle,Roman Punjabi
ਭਦੌੜ ਸਹਿਣਾ,Gurmukhi
aaye haye nazara leya dita bhadorie,Roman Punjabi
hustinder bai di kalli kali line samajh agi par kuddi ne ki kiha gaane ch kush samajh ni aiyaa kuddi ali ta bass hook line hi samajh ayi baki kush ni samajh lagiya baki ganna bohot ghaint si,Roman Punjabi
ਆਗਿਆ ਭਦੋੜ ਆਲ਼ਾ chobber,Gurmukhi
wah bhai mja aa gya bc,Roman Punjabi
ਪਹਿਲੀ ਲਾਈਨ ਦੇਬੀ ਮਖਸੂਸਪੁਰੀ ਦੇ ਸ਼ੇਅਰ ਦੀ ਹੋਰਾਂ ਦੇ ਰੂਪ ਨੂੰ ਸੇਕਦਿਆਂ ਜੋ ਅੱਖਾਂ ਬਹੁਤ ਪਸੰਦ ਮੈਂਨੂੰ ਉਹ ਮੇਰੇ ਵੱਲ ਨੂੰ ਨਹੀਂ ਦੇਖਦਿਆਂ,Gurmukhi
ggjg,Unknown
sadi me char chand laga deta he is ke bina sadi kharab he,Roman Punjabi
kida kida kardi hondi mainu,Roman Punjabi
bhairi ho kar ya gana sun rahe hu,Roman Punjabi
kaash sidhu moose nal bai di collab hundi comment karde rongete khade ho gaye,Roman Punjabi
alag hii feel ata hai yrr ye song sunne ke baad,Roman Punjabi
nagni de bnde aa dealer kude kudijawya ne chemical paye ne,Roman Punjabi
songs sun lu fir bhi jab tak ye na sun lu tab tak maja nahi aata,Roman Punjabi
pure bar sun chuka hun fir bhi man nahi hai bhra,Roman Punjabi
boote bc ek wear ve nye dekhaye video saale hoye a kale maal de,Roman Punjabi
ka babal bnaye ho alg hi typ ka h,Roman Punjabi
afeem afghan location california munde from punjab hotel trivago,Roman Punjabi
ooo loki ta mangande afghan to afeem.. apne asi boote sydney ch chetti laa paune aa,Roman Punjabi
bhai jab nave sal navi gade late ho to ek hi gadi kyu dikha rehe ho,Roman Punjabi
punjabi di rees krna har kise de bsss. ch nhi hegi,Roman Punjabi
saleyo aida de songs nu promote krke e tuci sadde punjab de jawaka nu nashe patte ch laya hoya ae...je songs likhne aa ta kuj suchi siksha den wale likho..waheguruji thode jehe kanjra te kirpa karan,Roman Punjabi
kilieaa di kheti asi theke utte diti munde soniey panjab de jye ne nyc line nyc song,Roman Punjabi
so addictive afeem toh ghatt ni eh song,Roman Punjabi
bhai itna bhi autotune ni karna tha esa lge ki koi ladki gaa rhi ho,Roman Punjabi
car kaun se hai bas itna bta do koi,Roman Punjabi
veere mulapur de o tusi,Roman Punjabi
gana smj ni aaya par sun ne mai pura maja aa ra,Roman Punjabi
hayee gana tan h hi sona prrr.. jedi gaal h lyrics ch es var oh v soni lggi,Roman Punjabi
gursindhu kmaal aa bai blockbuster... aasam me chdhai honi ek din bnde ki,Roman Punjabi
ye dekh ke samjh aa gya kachra kudedaan me hi dalna chahiye kabhi to scence bane esa gao,Roman Punjabi
ਜੈਹਰ ਹੀ ਜੜਤੀ ਜਾਨੇ,Gurmukhi
me to reel dekh kar aaya hu,Roman Punjabi
jo reel dekh ke aaya hai wo like kare,Roman Punjabi
heared this track first time..keep rising very different lyrics humourous..keep going but only problem is... whats the need to abuse gali nikalne ka kya matlab tha..its a punjabi song right and abuse bhi punjabi mein kia.. which is s insult of our punjabi culture.. moreover why to encourage abuse in youngsters or anybody who listens would definitely learn this..it is not required n justified its a wrong thing,Roman Punjabi
nagini de ban de dealer kude ...kudijavya ne chemical paye ne salyo dealing tan imaandaari nal kr lya kro,Roman Punjabi
oowjqoqjwjj,Unknown
eh kehda song veer sach bolu sihdu mosse wale nu insaf du,Roman Punjabi
main is song ka bass sun ke aaya hu nice bass,Roman Punjabi
kuch samjh nhi aaya par sunn kar aacha lga,Roman Punjabi
samajh to aaya nhi but accha lga,Roman Punjabi
ਨਾਗਣੀ ਦੇ ਬਣਦੇ ਨੇ ਡੀਲਰ ਕੁੜੇ ਕੁੜੀ ਯਾਵੇਆ ਨੇ ਕੈਮੀਕਲ ਪਾਏ ਨੇ ਹਾਹਾਹਾ,Gurmukhi
sheeshe down karwaundiya ne hass hass aundiya te puchhan slang vich kive aa labelan cho label blue sohniye ni jado peene aa te paani wangu peene aa killeya di kheti adhi theke utte ditti munde sohniye punjab de hi jaaye ne lokki ta mangaunde afghan ton afeem assi boote california laaye ne o lokki ta mangaunde afghan ton afeem assi boote vancouver ch laaye ne gur sidhu music othe uggange beej billo poppy de kude ni yuba city naal kille nu kanaal laggi aa kidda call dass kara teri pick mai rakaane meri ungal de utte kaala maal laggeya ghodeghude hun aaye dabban vich pehla dowa hatha naal daatar chalaye ne lokki ta mangaunde afghan ton afeem assi boote california laaye ne o lokki ta mangaunde afghan ton afeem assi boote vancouver ch... gur sidhu music ho futte jatt dinde kise nu naa fck top chheva utte rakhde aa akh ni circle chhota kamkaar bada mota third party naal mildi naa mat ni american dollar kamaai jaane aa khulla kharchan sohniye dubai jaane aa chhad dena dhanda billo kahi jaane aa har nawe saal nawi gaddi layi jaane aa book hummer karaai jehdi thaalugi tabahi paise sajjre truck utte laaye ne lokki ta mangaunde afghan ton afeem assi boote california laaye ne o lokki ta mangaunde afghan ton afeem assi boote vancouver ch laaye ne oh mullanpur daakha nu durayi soniye ni khanne karde aa yaar wait chirr di badi ikko gal baar baar jaan o kari veere jhanjara to utte vi aa duniya badi o naagni de bande ne dealer kude ni kudi aivean ne chemical paye ne lokki ta mangaunde afghan ton afeem assi boote california laaye ne o lokki ta mangaunde afghan ton afeem assi boote vancouver ch laaye ne gur sidhu music,Roman Punjabi
sheeshe down karwaundiya ne hass hass aundiya te puchhan slang vich kive aa labelan cho label blue sohniye ni jado peene aa te paani wangu peene aa killeya di kheti adhi theke utte ditti munde sohniye punjab de hi jaaye ne lokki ta mangaunde afghan ton afeem assi boote california laaye ne o lokki ta mangaunde afghan ton afeem assi boote vancouver ch laaye ne gur sidhu music othe uggange beej billo poppy de kude ni yuba city naal kille nu kanaal laggi aa kidda call dass kara teri pick mai rakaane meri ungal de utte kaala maal laggeya ghodeghude hun aaye dabban vich pehla dowa hatha naal daatar chalaye ne lokki ta mangaunde afghan ton afeem assi boote california laaye ne o lokki ta mangaunde afghan ton afeem assi boote vancouver ch... gur sidhu music ho futte jatt dinde kise nu naa fck top chheva utte rakhde aa akh ni circle chhota kamkaar bada mota third party naal mildi naa mat ni american dollar kamaai jaane aa khulla kharchan sohniye dubai jaane aa chhad dena dhanda billo kahi jaane aa har nawe saal nawi gaddi layi jaane aa book hummer karaai jehdi thaalugi tabahi paise sajjre truck utte laaye ne lokki ta mangaunde afghan ton afeem assi boote california laaye ne o lokki ta mangaunde afghan ton afeem assi boote vancouver ch laaye ne oh mullanpur daakha nu durayi soniye ni khanne karde aa yaar wait chirr di badi ikko gal baar baar jaan o kari veere jhanjara to utte vi aa duniya badi o naagni de bande ne dealer kude ni kudi aivean ne chemical paye ne lokki ta mangaunde afghan ton afeem assi boote california laaye ne o lokki ta mangaunde afghan ton afeem assi boote vancouver ch laaye ne,Roman Punjabi
ye song nice hai pr kuch samajh nahi,Roman Punjabi
dabbu mann ta sala amli ja rnait de nede tede vi nhi bheda sidhu moose wale nal compare krdiyan rahdiyan,Roman Punjabi
india de truck drivera di life te vi kro song,Roman Punjabi
r nait bhai ਹਰ ਬਾਰ ਦਿਲ ਜਿੱਤ ਲੈਂਦਾ ਹੈ ਬਹੁਤ ਵਧੀਆ ਵੀਡਿਓ ਬਹੁਤ ਸੋਹਣ ਲਿਖਿਆ ਅਤੇ ਗਾਇਆ ਹੈ r nait ਅਤੇ ਜਸਮੀਨ ਦੋਵਾਂ ਦੀ ਆਵਾਜ਼ ਬਹੁਤ ਸੋਹਣੀ ਹੈ r nait bhai ਮੂਸਵਾਲੇ ਜਿਓਦਾ ਹੁੰਦਾ ਤਾਂ ਤਾਂ ਅੱਜ ਗੱਲ ਕੁਝ ਹੋਰ ਹੋਣੀ ਸੀ r nait ਗੁਲਾਬ ਸਿੱਧੂ ਦੋਵਾਂ ਦੇ ਗਾਣੇ gaint ਹੁੰਦੇ,Gurmukhi
kaint song veera iam so lucky ja aho ja kaint gana melya driver an nu bro hor aunda kaint ja,Roman Punjabi
r nait ustad ji love you jma end song aa,Roman Punjabi
balle o nanake pind waliya,Roman Punjabi
ਰਾਤਾਂ ਦੇ ਰਾਹੀ ਆ ਸੜਕਾਂ ਨਾਲ ਯਾਰੀ ਏ,Gurmukhi
end gal baat aa song,Roman Punjabi
ਧਰਮਪੂਰੇ ਆਲਾ ਜਦੋਂ ਆਉਂਦਾ ਸ਼ੱਕ ਕੱਢਦਾ ਸੀ ਆਉਂਦਾ ਹਮੇਸ਼ਾ ਸੀਰਾ ਹੀ ਕਰਦਾ ਆਉਂਦਾ,Gurmukhi
bhot sona song veer ji and wahe guru ji mehr krn sab te nu bana ji,Roman Punjabi
congratulations ji rab tanu hemsha khush rakha ji botth viddia song bro ji,Roman Punjabi
ਕਿਆ ਹੀ ਬਾਤਾਂ ਹਰ ਵਾਰ ਦੀ ਤਰ੍ਹਾਂ ਬਸ ਦਿਲ ਨੂੰ ਟੱਚ ਕਰੀ ਜਾਂਦੀ ਐ ਹਰ ਇੱਕ ਲਾਈਨ love u bai ji,Gurmukhi
nait ਨੇ ਵੀ ਦੱਸਿਆ ਹੋਇਆ ਆਹਾ ਸੋਹਣੀਏ ਟਰੱਕਾਂ ਵਾਲਿਆਂ ਕਰਕੇ canada ਤੇਰਾ ਬਚਿਆ ਹੋਇਆlove you ustaadlove forever,Gurmukhi
sira ਗਾਣਾ bai,Gurmukhi
ਬੰਬ ਗਾਣਾ ਪੰਡਿਤ ਦਾ,Gurmukhi
ਆਰ ਨੇਤ ਨੂੰ ਦੱਬਣ ਫ਼ਿਰਦੇ ਸੀ ਪਰ ਦੱਬਦਾ ਕਿੱਥੇ ਆ ਸਾਡੇ ਮਾਨਸਾ ਦੀ ਆਣ ਸ਼ਾਨ ਆਰ ਨੇਤ ਵੀਰ,Gurmukhi
ਆਰ ਨੇਤ ਵੀਰ ਜੀ ਜੇ ਤੁਸੀਂ ਮੇਰਾ ਕਮੈਂਟ ਪੜ੍ਹ ਰਹੇ ਹੋ ਤਾਂ ਪਲੀਜ਼ ਇੱਕ ਨੱਚਣ ਵਾਲਾਂ ਸੌਂਗ ਕਰੋਂ ਪਲੀਜ਼ ਵੀਰੇ,Gurmukhi
ਕਿਹੜੀ ਕਲਮ ਨਾਲ਼ ਲਿਖਦੇ ਉਸਤਾਦ ਦਿਲ ਖੁਸ਼ ਕਰਤਾ ਵਾਹਿਗੁਰੂ ਮੇਹਰ ਕਰੇ,Gurmukhi
ਏ ਸੌਂਗ ਵੀ ਅੱਤ ਆ ਜੀ,Gurmukhi
ਅੱਗੇ ਵਿਆਹਾਂ ਦਾ ਸੀਜ਼ਨ ਆ ਰਿਹਾ ਵੀਰੇ ਨੱਚਣ ਵਾਲੇ ਸੌਗ ਕਰੋ ਪਲੀਜ਼ ਵੀਰ ਜੀ,Gurmukhi
ਬਹੁਤ ਵਧੀਆ ਸੌਗ ਜੀ,Gurmukhi
ਕਿੱਥੇ ਰੀਸ ਧਰਮਪੁਰੇ ਵਾਲੇ ਦੀ,Gurmukhi
ਨੇਤ ਵੀਰੇ ਨਜ਼ਾਰਾ ਹੀ ਆ ਗਿਆ ਮਹੀਨੇ ਦਿਨ ਹੁਣ ਆਹੀ ਗਾਣਾ ਚੱਲੂ,Gurmukhi
ਸਿੱਧੂ ਤੇ ਚਮਕੀਲਾ ਦੋਵੇ ਰੇਹਦੀ ਦੁਨੀਆ ਤੱਕ ਨਾਮ ਰਾਹੁ ਬਾਕੀ ਗਾਣਾ ਬਹੁਤ ਹੀ ਵਧੀਆ ਗਾਇਆ ਤੇ ਲਿਖਿਆ ਬਾਈ ਵਾਹਿਗੁਰੂ ਜੀ ਆਪ ਨੂੰ ਹਮੇਸ਼ਾ ਖੁਸ਼ ਰੱਖਣ ਜੀ,Gurmukhi
veera kant geet aa,Roman Punjabi
j oh cali di born aa fr ohda canada kida hoya veer,Roman Punjabi
indian trak valo ko bhi lena chahiye tha song m bhai ji kya gana likha hai wah..,Roman Punjabi
ਬਾਈ ਜੀ ਬਹੁਤ ਸੋਹਣਾ ਲਿਖਿਆ ਤੇ ਗਾਇਆ ਹੈ ਵਾਹਿਗੁਰੂ ਜੀ ਮੇਹਰ ਕਰੇ ਲੰਮੀਆਂ ਉਮਰਾਂ ਕਰੇ ਤੇ ਤਰੱਕੀਆਂ ਬਖਸ਼ੇ,Gurmukhi
late ho gi veer vary nice song,Roman Punjabi
ਹਰ ਵਾਰ ਸਿਰਾ ਹੀ ਕਰਾਉਦਾ ਵੀਰ,Gurmukhi
ਕਿਆ ਬਾਤ ਯਾਰ ਧੁਰਮਪੁਰੇ ਵਾਲੇਆ ਪੰਤਦਰਾ ਚਿੱਬ ਕੱਢ ਰੱਖੇ ਆ,Gurmukhi
ਡਰੈਵਰ ਮਹਿਕਮਾ ਨਜ਼ਾਰਾ ਬੰਨ ਤਾਂ ਬਾਈ,Gurmukhi
ਬੋਹਤਾ ਕੇਨਟ ਸੋਨਗਂ ਆ,Gurmukhi
sira gl baat aa sir har song ene sohne te ghaint hunde ne ki dsa riss ni hegi sir tohadi,Roman Punjabi
meri jaan ghaint ji waheguru mehar kare ji i miss you,Roman Punjabi
ਆਹਾ ਟਰੱਕਾਂ ਵਾਲਿਆਂ ਕਰਕੇ ਕਨੇਡਾ ਤੇਰਾ ਵਸਿਆ ਹੋਇਆ,Gurmukhi
ਘੈਟ ਗੱਲ ਬਾਤ,Gurmukhi
nice song ustad ji da aa,Roman Punjabi
asi v trucka wale aaa par karobar bohot hi mehnat nal chlone pende waheguru ji rab rakha mumbaito dellhi super fast,Roman Punjabi
ganna ta ghaint praa par indian trucker wale barre gal nhi kit,Roman Punjabi
saraa bai r nait whaguru chardi kala ch raka,Roman Punjabi
ba ji va is to utte kuj ni ustad ji,Roman Punjabi
ਪੁਰਾਣਾ ਮਹੋਲ ਬਹੁਤ ਵਧੀਆ ਲੱਗਦਾ ਬਾਈ ਗਉਣ ਦਾ,Gurmukhi
jma att he ustad ji .. sadde cemere weleya de utte bhi bnado koi song truckan waleyan waste ta bna dita tussi song,Roman Punjabi
ਇਹ ਤਾ ਆਰ ਨੇਤ ਸੱਚੀ ਟਰੱਕਾ ਵਾਲਿਆ ਦੇ ਦਿਲ ਦੀ ਗੱਲ ਕੀਤੀ ਹੈਰੱਬ ਚੜਦੀ ਕਲਾ ਵਿੱਚ ਰੱਖਣ ਮੇਹਰ ਕਰੇ,Gurmukhi
ਬਹੁਤ ਸੋਹਣਾ ਗੀਤ ਲੱਗੀਆਂ ਤੌਹਡੇ ਸਾਰੇ ਗੀਤ ਬਹੁਤ ਸੋਹਣੇ ਲੱਗਦੇ ਆਂ ਵਾਹਿਗੁਰੂ ਜੀ ਤੋਹਨੂੰ ਚੜਦੀਕਲਾਂ ਵਿੱਚ ਰੱਖੇ,Gurmukhi
sahi gl ah pta ni kitho khoj ke leonda song,Roman Punjabi
ki kah ka lakda sohna veera baki yaar jasmeen akhtar mam na ਕਮਾਲ karti,Mixed
ਆਹ ਬੱਲੀਏ ਟਰੱਕਾ ਵਾਲਿਆ ਕਰਕੇ ਕੈਨੇਡਾ ਤੇਰਾ ਬਚਿਆ ਹੋਇਆ r nait,Gurmukhi
very nice ustaad ji khich ke rakh bhai,Roman Punjabi
katie seera veer ji,Roman Punjabi
ਵਿਆਹ ਜਿੰਨਾ ਚਾਅ ਹੁੰਦਾ r ਨੇਤ ਦੇ ਗਾਣੇ ਦਾ ..,Gurmukhi
ਅੱਤ ਕਰਾ ਰੱਖੀ ਸਾਡੇ ਏਰੀਆ ਵਾਲੇ ਆਰ ਨੇਤ ਬਾਈ ਨੇ ਸਿਰਾ ਗੀਤ ਆ ਬਾਈ,Gurmukhi
ਸੱਚੀ ਗੱਲ ਹੈ ਵੀਰੇ ਡਰਾਈਵਰਾਂ ਤੋਂ ਬਿਨਾਂ ਕੁਝ ਵੀ ਨਹੀਂ ਹੋ ਸਕਦਾ,Gurmukhi
aa baliye truckan waliya karke canada tera bachya hoya puri vadita line aaa,Roman Punjabi
ਵਾਹ ਬਈ ਵਾਹ ..ਤੇਰੀ ਲਿਖਤ ਵੀ ਕਮਾਲ ਦੀ ਆ ...ਵੱਖਰੀ ਅਦਾ ਨਾਲ ਪੇਸ਼ ਆਉਂਦੈ ..ਸਲਾਮਤ ਰੱਖੇ ਰੱਬ ਬਹੁਤ ਕੁਝ ਮਿਲਣਾ ਤੇਰੇ ਤੋਂ ..,Gurmukhi
samaj nahi aye punjabi fir bi sun liya song,Roman Punjabi
love you ustad ji sada v socheya truckan waleyan da,Roman Punjabi
ਅਸੀਂ ਆ ਪੀਬੀ ਵਾਲੇ ਕਦੇ ਨਹੀਂ ਹਿੰਮਤ ਹਾਰੇ,Gurmukhi
ਰ ਨੇਤ ਡਰਾਈਵਰ ਵਾਲਾ ਹਿੱਟ ਆ,Gurmukhi
ਭਾਨਾ ਭਗੋੜਾ,Gurmukhi
r nait bai congratulations song lyi new song release hon te viah jinni khushi hundi a love you rabb tenu hamesha kush rakhe umar lambi kre,Roman Punjabi
kamal g good ho gya veer g,Roman Punjabi
ਉਸਤਾਦ ਸਿਰਾ ਕਰਾਤਾ,Gurmukhi
ਬੰਦੇ ਘੈਟ ਹੁੰਦੇ ਆ,Gurmukhi
love you ustad ji ek song sidhu moose wala te plz,Roman Punjabi
r nait da song gaana knt hona vhot vadia gaana ha big fan r nait,Roman Punjabi
ਧਰਮਪੁਰੇ ਵਾਲਾ ਤੇਰਾ yaar ਨੀ ਬਲੀਏ ਜਿਦਾਂ ਨਾਂ ਆ r nait ਨੀ ਬਲੀਏ,Gurmukhi
